<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=13 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.14@@3.14,873436192.0,248044.0,8192.0,✓,✗,26.03 ± 1.59 / 40.73 ± 2.69@@26.03,40.34 ± 2.30 / 24.74 ± 1.50@@40.34,8.27 ± 2.02 / 42.26 ± 1.68@@8.27,44.32 ± 0.75 / 24.48 ± 0.53@@44.32,16.88 ± 1.77 / 38.79 ± 1.29@@16.88,3.92 ± 2.79 / 44.56 ± 1.60@@3.92,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.18@@3.18,3212749824.0,128256.0,131072.0,✓,✗,29.95 ± 2.50 / 50.68 ± 1.46@@29.95,32.30 ± 2.35 / 18.64 ± 0.68@@32.30,6.17 ± 0.98 / 51.58 ± 1.14@@6.17,48.72 ± 1.21 / 28.97 ± 1.65@@48.72,10.27 ± 0.72 / 32.66 ± 0.56@@10.27,18.72 ± 5.09 / 53.79 ± 2.30@@18.72,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.27@@3.27,7768117248.0,256000.0,8192.0,✓,✗,30.29 ± 2.75 / 38.34 ± 2.03@@30.29,18.12 ± 1.94 / 16.09 ± 1.92@@18.12,-0.70 ± 0.92 / 33.29 ± 0.27@@-0.70,45.93 ± 3.14 / 26.54 ± 3.80@@45.93,12.17 ± 2.04 / 29.23 ± 1.16@@12.17,46.32 ± 6.02 / 70.38 ± 3.89@@46.32,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,3.29@@3.29,3075098624.0,128256.0,65536.0,✓,✗,29.50 ± 1.04 / 38.50 ± 0.83@@29.50,34.34 ± 2.69 / 22.69 ± 2.82@@34.34,2.68 ± 1.75 / 48.49 ± 1.78@@2.68,43.69 ± 1.40 / 28.16 ± 1.57@@43.69,8.09 ± 1.18 / 30.51 ± 0.80@@8.09,4.24 ± 6.35 / 54.32 ± 2.59@@4.24,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.30@@3.30,7298011136.0,100278.0,65536.0,✓,✗,24.04 ± 2.07 / 43.94 ± 2.21@@24.04,37.50 ± 2.38 / 22.14 ± 2.50@@37.50,3.08 ± 1.57 / 45.08 ± 4.05@@3.08,46.02 ± 1.33 / 33.02 ± 1.24@@46.02,7.43 ± 0.98 / 30.55 ± 0.72@@7.43,4.35 ± 7.40 / 52.80 ± 3.87@@4.35,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,3.31@@3.31,7241748480.0,32002.0,32768.0,✗,✗,25.02 ± 2.15 / 48.61 ± 1.65@@25.02,40.92 ± 2.12 / 24.98 ± 2.63@@40.92,2.95 ± 2.38 / 49.45 ± 2.57@@2.95,47.94 ± 2.26 / 26.87 ± 1.99@@47.94,4.32 ± 0.81 / 26.30 ± 0.71@@4.32,2.87 ± 4.68 / 55.91 ± 2.19@@2.87,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,3.31@@3.31,7298011136.0,100278.0,65536.0,✗,✗,27.37 ± 1.40 / 45.82 ± 1.13@@27.37,42.55 ± 1.04 / 27.19 ± 1.43@@42.55,1.52 ± 1.51 / 38.30 ± 0.54@@1.52,34.49 ± 1.56 / 18.82 ± 0.97@@34.49,14.78 ± 0.93 / 35.85 ± 0.72@@14.78,-1.81 ± 4.34 / 48.64 ± 2.12@@-1.81,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.32@@3.32,7768117248.0,256000.0,8192.0,✓,✗,34.24 ± 2.75 / 54.23 ± 1.59@@34.24,20.92 ± 2.15 / 15.48 ± 1.56@@20.92,5.56 ± 1.83 / 48.73 ± 3.76@@5.56,16.06 ± 0.66 / 0.00 ± 0.00@@16.06,15.28 ± 1.00 / 34.34 ± 0.77@@15.28,42.33 ± 7.28 / 71.89 ± 3.17@@42.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,📝,3.37@@3.37,873436192.0,248044.0,8192.0,✓,✗,28.02 ± 1.89 / 34.73 ± 1.50@@28.02,38.88 ± 2.51 / 24.10 ± 1.34@@38.88,5.22 ± 3.07 / 40.87 ± 2.34@@5.22,26.34 ± 0.83 / 5.13 ± 0.62@@26.34,6.39 ± 1.73 / 26.45 ± 2.07@@6.39,-0.15 ± 2.63 / 43.16 ± 1.36@@-0.15,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.40@@3.40,1543714304.0,151936.0,32768.0,✓,✗,26.38 ± 0.97 / 39.41 ± 0.88@@26.38,27.38 ± 1.24 / 15.63 ± 0.99@@27.38,3.65 ± 1.93 / 44.88 ± 5.18@@3.65,48.85 ± 0.94 / 32.29 ± 1.28@@48.85,7.25 ± 0.83 / 30.27 ± 0.64@@7.25,-1.90 ± 4.84 / 44.92 ± 2.46@@-1.90,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.41@@3.41,7298011136.0,100278.0,65536.0,✗,✗,21.29 ± 1.90 / 46.94 ± 1.23@@21.29,35.31 ± 2.43 / 26.29 ± 2.73@@35.31,2.96 ± 1.43 / 49.11 ± 1.91@@2.96,37.77 ± 1.15 / 22.52 ± 0.98@@37.77,4.50 ± 0.80 / 28.18 ± 0.53@@4.50,4.01 ± 6.48 / 49.17 ± 2.28@@4.01,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.43@@3.43,2023868416.0,64000.0,4096.0,✓,✗,0.00 ± 0.00 / 16.20 ± 0.23@@0.00,24.37 ± 2.61 / 19.67 ± 2.36@@24.37,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,54.78 ± 1.55 / 38.15 ± 1.77@@54.78,10.09 ± 1.53 / 29.88 ± 1.31@@10.09,41.39 ± 10.46 / 69.39 ± 4.93@@41.39,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.46@@3.46,3606752256.0,128256.0,131072.0,✓,✗,27.96 ± 2.59 / 42.07 ± 4.82@@27.96,34.99 ± 1.09 / 22.51 ± 1.78@@34.99,5.01 ± 2.27 / 44.03 ± 4.93@@5.01,14.30 ± 1.06 / 0.06 ± 0.08@@14.30,7.90 ± 1.29 / 30.41 ± 1.07@@7.90,3.38 ± 5.44 / 52.73 ± 2.72@@3.38,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.48@@3.48,6120003328.0,200192.0,131072.0,✓,✗,12.14 ± 4.33 / 35.50 ± 4.91@@12.14,34.81 ± 1.64 / 30.87 ± 1.55@@34.81,5.81 ± 2.00 / 45.71 ± 4.68@@5.81,39.63 ± 3.13 / 23.02 ± 2.66@@39.63,3.21 ± 1.26 / 26.60 ± 1.31@@3.21,4.97 ± 5.64 / 45.83 ± 2.23@@4.97,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.48@@3.48,7298011136.0,100278.0,65536.0,✗,✗,20.36 ± 2.22 / 46.16 ± 1.42@@20.36,34.42 ± 2.36 / 24.26 ± 2.55@@34.42,1.57 ± 2.44 / 48.07 ± 2.60@@1.57,37.38 ± 1.19 / 21.45 ± 1.34@@37.38,3.89 ± 0.98 / 27.68 ± 0.69@@3.89,-0.74 ± 8.39 / 48.33 ± 3.27@@-0.74,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.52@@3.52,7298011136.0,100278.0,65536.0,✗,✗,20.39 ± 2.05 / 39.70 ± 1.60@@20.39,31.92 ± 2.33 / 23.54 ± 2.58@@31.92,2.52 ± 1.62 / 48.19 ± 1.04@@2.52,36.66 ± 1.08 / 21.59 ± 1.45@@36.66,2.94 ± 1.37 / 26.65 ± 0.98@@2.94,-5.97 ± 8.07 / 46.21 ± 3.97@@-5.97,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.52@@3.52,2614341888.0,256000.0,8192.0,✗,✗,12.46 ± 3.46 / 30.13 ± 4.93@@12.46,25.40 ± 2.70 / 16.12 ± 1.45@@25.40,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,43.26 ± 1.71 / 26.10 ± 1.95@@43.26,9.50 ± 2.88 / 30.86 ± 2.64@@9.50,9.05 ± 12.41 / 52.98 ± 5.54@@9.05,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.58@@3.58,7241732096.0,32000.0,32768.0,✓,✗,6.27 ± 2.96 / 18.85 ± 3.39@@6.27,36.32 ± 2.86 / 28.68 ± 3.99@@36.32,0.83 ± 1.27 / 33.42 ± 0.28@@0.83,41.42 ± 2.55 / 27.14 ± 2.28@@41.42,1.82 ± 1.33 / 22.37 ± 0.53@@1.82,1.18 ± 3.64 / 55.53 ± 2.50@@1.18,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.58@@3.58,999885952.0,262144.0,32768.0,✓,✗,23.19 ± 2.51 / 40.27 ± 3.18@@23.19,26.56 ± 1.45 / 20.44 ± 1.79@@26.56,5.01 ± 1.67 / 49.25 ± 2.98@@5.01,11.75 ± 0.97 / 0.02 ± 0.04@@11.75,4.00 ± 1.17 / 26.23 ± 0.96@@4.00,14.11 ± 6.89 / 58.33 ± 2.86@@14.11,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.59@@3.59,7799574528.0,100096.0,4096.0,✓,✗,10.51 ± 2.83 / 21.88 ± 2.30@@10.51,35.63 ± 1.84 / 30.45 ± 1.92@@35.63,0.38 ± 0.40 / 33.55 ± 0.27@@0.38,37.35 ± 1.94 / 24.84 ± 2.08@@37.35,1.58 ± 0.91 / 22.41 ± 0.43@@1.58,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.60@@3.60,751632384.0,151936.0,40960.0,✓,✗,18.27 ± 1.30 / 37.63 ± 1.21@@18.27,23.69 ± 1.32 / 17.35 ± 1.05@@23.69,2.18 ± 2.94 / 46.72 ± 1.45@@2.18,28.44 ± 1.01 / 14.72 ± 0.94@@28.44,8.41 ± 0.96 / 28.59 ± 0.53@@8.41,5.30 ± 8.23 / 54.24 ± 3.57@@5.30,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.60@@3.60,1596507648.0,32000.0,8192.0,✓,✗,20.48 ± 3.42 / 32.66 ± 4.97@@20.48,30.03 ± 2.43 / 22.44 ± 3.13@@30.03,1.53 ± 1.50 / 44.33 ± 3.45@@1.53,24.23 ± 1.37 / 13.28 ± 1.32@@24.23,3.91 ± 0.99 / 28.33 ± 0.72@@3.91,0.93 ± 4.24 / 45.38 ± 1.97@@0.93,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.61@@3.61,4619189760.0,128005.0,65536.0,✓,✗,22.98 ± 2.14 / 46.68 ± 2.36@@22.98,34.12 ± 1.75 / 17.93 ± 2.41@@34.12,2.81 ± 1.36 / 48.01 ± 2.04@@2.81,14.91 ± 0.71 / 0.12 ± 0.06@@14.91,6.80 ± 0.90 / 30.14 ± 0.68@@6.80,-6.13 ± 6.32 / 43.79 ± 2.53@@-6.13,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.62@@3.62,2569272320.0,65536.0,128000.0,✗,✗,21.63 ± 1.97 / 47.06 ± 1.51@@21.63,22.36 ± 1.35 / 19.09 ± 1.62@@22.36,1.54 ± 1.49 / 36.60 ± 1.25@@1.54,22.01 ± 1.17 / 11.30 ± 1.01@@22.01,7.16 ± 0.75 / 30.44 ± 0.56@@7.16,5.62 ± 10.52 / 49.85 ± 4.81@@5.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.63@@3.63,6120003328.0,200192.0,131072.0,✓,✗,12.78 ± 1.97 / 32.12 ± 1.56@@12.78,32.49 ± 2.04 / 23.70 ± 2.66@@32.49,-0.72 ± 1.00 / 33.55 ± 0.38@@-0.72,18.79 ± 0.72 / 2.84 ± 0.69@@18.79,5.51 ± 1.05 / 29.20 ± 0.88@@5.51,17.78 ± 7.94 / 60.38 ± 4.12@@17.78,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.63@@3.63,26123974400.0,200192.0,131072.0,✗,✗,6.48 ± 3.92 / 17.69 ± 3.46@@6.48,45.86 ± 2.39 / 23.17 ± 2.92@@45.86,2.62 ± 1.95 / 41.63 ± 3.54@@2.62,15.73 ± 3.26 / 1.88 ± 1.09@@15.73,4.36 ± 1.35 / 27.44 ± 0.90@@4.36,2.24 ± 4.14 / 55.45 ± 2.57@@2.24,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.65@@3.65,999885952.0,262144.0,32768.0,✓,✗,24.10 ± 4.73 / 33.49 ± 4.45@@24.10,21.12 ± 0.67 / 16.65 ± 1.27@@21.12,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,34.59 ± 1.81 / 20.23 ± 1.60@@34.59,-0.74 ± 0.69 / 21.91 ± 0.53@@-0.74,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.66@@3.66,4619184640.0,128004.0,65536.0,✓,✗,19.30 ± 3.27 / 39.80 ± 2.22@@19.30,26.86 ± 3.14 / 20.70 ± 3.42@@26.86,2.32 ± 1.31 / 46.60 ± 2.60@@2.32,25.99 ± 2.46 / 15.73 ± 2.03@@25.99,7.30 ± 1.14 / 30.22 ± 0.86@@7.30,-13.38 ± 5.46 / 43.18 ± 2.70@@-13.38,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.78@@3.78,751632384.0,151936.0,40960.0,✓,✗,12.44 ± 2.04 / 28.91 ± 3.47@@12.44,23.45 ± 1.49 / 18.18 ± 1.58@@23.45,0.73 ± 1.73 / 36.36 ± 2.34@@0.73,22.68 ± 1.45 / 10.69 ± 1.04@@22.68,4.30 ± 0.93 / 26.50 ± 0.66@@4.30,-1.30 ± 3.01 / 53.94 ± 2.21@@-1.30,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.79@@3.79,7504568320.0,128167.0,32768.0,✓,✗,18.15 ± 1.20 / 45.07 ± 0.86@@18.15,21.13 ± 1.73 / 16.74 ± 1.96@@21.13,1.77 ± 1.84 / 50.31 ± 1.27@@1.77,16.72 ± 0.76 / 0.00 ± 0.00@@16.72,-0.13 ± 1.26 / 21.97 ± 0.50@@-0.13,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.83@@3.83,2611528704.0,128000.0,4096.0,✓,✗,11.21 ± 3.06 / 28.80 ± 4.02@@11.21,11.03 ± 2.72 / 9.73 ± 1.79@@11.03,-0.17 ± 1.13 / 33.77 ± 0.71@@-0.17,38.00 ± 2.39 / 21.80 ± 2.60@@38.00,-0.64 ± 1.21 / 22.65 ± 1.03@@-0.64,1.17 ± 6.15 / 53.56 ± 3.60@@1.17,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.87@@3.87,8888227328.0,131072.0,131072.0,✓,✗,-0.03 ± 0.07 / 13.86 ± 0.25@@-0.03,41.76 ± 1.52 / 29.33 ± 1.75@@41.76,3.18 ± 1.86 / 38.26 ± 3.04@@3.18,0.33 ± 0.06 / 0.00 ± 0.00@@0.33,0.23 ± 0.46 / 22.00 ± 0.53@@0.23,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.88@@3.88,3211926528.0,65536.0,4096.0,✓,✗,4.47 ± 3.78 / 26.98 ± 3.76@@4.47,21.95 ± 3.53 / 19.56 ± 2.93@@21.95,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,20.63 ± 3.16 / 12.00 ± 1.99@@20.63,0.81 ± 0.70 / 24.79 ± 0.81@@0.81,-1.00 ± 1.97 / 54.70 ± 3.36@@-1.00,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.89@@3.89,2611528704.0,128000.0,4096.0,✓,✗,6.56 ± 1.95 / 26.89 ± 3.87@@6.56,10.94 ± 1.59 / 9.32 ± 1.26@@10.94,-0.35 ± 0.66 / 36.69 ± 4.26@@-0.35,32.45 ± 2.07 / 11.93 ± 1.63@@32.45,1.29 ± 1.10 / 27.04 ± 0.60@@1.29,1.84 ± 7.70 / 55.91 ± 3.80@@1.84,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.90@@3.90,2424375168.0,99000.0,28723.0,✗,✗,13.11 ± 2.01 / 27.89 ± 3.85@@13.11,19.55 ± 1.58 / 14.46 ± 1.58@@19.55,0.02 ± 1.87 / 44.39 ± 3.55@@0.02,12.41 ± 1.55 / 4.04 ± 1.16@@12.41,3.24 ± 1.31 / 27.21 ± 1.29@@3.24,-4.87 ± 3.94 / 47.88 ± 4.23@@-4.87,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.94@@3.94,1235814400.0,128256.0,131072.0,✓,✗,7.23 ± 1.88 / 36.89 ± 2.02@@7.23,17.36 ± 2.76 / 14.82 ± 2.21@@17.36,0.58 ± 2.52 / 44.99 ± 1.63@@0.58,18.87 ± 1.48 / 7.58 ± 1.25@@18.87,0.03 ± 1.22 / 24.68 ± 0.80@@0.03,-1.49 ± 8.00 / 51.06 ± 4.33@@-1.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.94@@3.94,949685760.0,128256.0,4096.0,✗,✗,15.25 ± 4.11 / 33.24 ± 6.47@@15.25,16.86 ± 2.21 / 14.06 ± 1.74@@16.86,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,5.35 ± 1.45 / 1.55 ± 0.53@@5.35,1.65 ± 0.64 / 22.62 ± 0.58@@1.65,3.27 ± 3.64 / 55.00 ± 2.79@@3.27,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.97@@3.97,1195468800.0,65536.0,2048.0,✓,✗,1.71 ± 2.03 / 17.72 ± 2.18@@1.71,21.84 ± 2.16 / 18.37 ± 2.15@@21.84,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,15.08 ± 3.92 / 7.76 ± 2.17@@15.08,0.51 ± 1.07 / 25.01 ± 1.09@@0.51,-8.07 ± 6.43 / 47.80 ± 4.85@@-8.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
