<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=13 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.57@@3.57,999885952.0,262144.0,32768.0,✓,✗,23.19 ± 2.51 / 40.27 ± 3.18@@23.19,26.56 ± 1.45 / 20.44 ± 1.79@@26.56,5.01 ± 1.67 / 49.25 ± 2.98@@5.01,11.75 ± 0.97 / 0.02 ± 0.04@@11.75,4.00 ± 1.17 / 26.23 ± 0.96@@4.00,14.11 ± 6.89 / 58.33 ± 2.86@@14.11,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.58@@3.58,751632384.0,151936.0,40960.0,✓,✗,18.27 ± 1.30 / 37.63 ± 1.21@@18.27,23.69 ± 1.32 / 17.35 ± 1.05@@23.69,2.18 ± 2.94 / 46.72 ± 1.45@@2.18,28.44 ± 1.01 / 14.72 ± 0.94@@28.44,8.41 ± 0.96 / 28.59 ± 0.53@@8.41,5.30 ± 8.23 / 54.24 ± 3.57@@5.30,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.60@@3.60,2569272320.0,65536.0,128000.0,✗,✗,21.63 ± 1.97 / 47.06 ± 1.51@@21.63,22.36 ± 1.35 / 19.09 ± 1.62@@22.36,1.54 ± 1.49 / 36.60 ± 1.25@@1.54,22.01 ± 1.17 / 11.30 ± 1.01@@22.01,7.16 ± 0.75 / 30.44 ± 0.56@@7.16,5.62 ± 10.52 / 49.85 ± 4.81@@5.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.62@@3.62,999885952.0,262144.0,32768.0,✓,✗,24.10 ± 4.73 / 33.49 ± 4.45@@24.10,21.12 ± 0.67 / 16.65 ± 1.27@@21.12,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,34.59 ± 1.81 / 20.23 ± 1.60@@34.59,-0.74 ± 0.69 / 21.91 ± 0.53@@-0.74,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.65@@3.65,4619184640.0,128004.0,65536.0,✓,✗,19.30 ± 3.27 / 39.80 ± 2.22@@19.30,26.86 ± 3.14 / 20.70 ± 3.42@@26.86,2.32 ± 1.31 / 46.60 ± 2.60@@2.32,25.99 ± 2.46 / 15.73 ± 2.03@@25.99,7.30 ± 1.14 / 30.22 ± 0.86@@7.30,-13.38 ± 5.46 / 43.18 ± 2.70@@-13.38,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.75@@3.75,751632384.0,151936.0,40960.0,✓,✗,12.44 ± 2.04 / 28.91 ± 3.47@@12.44,23.45 ± 1.49 / 18.18 ± 1.58@@23.45,0.73 ± 1.73 / 36.36 ± 2.34@@0.73,22.68 ± 1.45 / 10.69 ± 1.04@@22.68,4.30 ± 0.93 / 26.50 ± 0.66@@4.30,-1.30 ± 3.01 / 53.94 ± 2.21@@-1.30,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.76@@3.76,7504568320.0,128167.0,32768.0,✓,✗,19.09 ± 1.55 / 45.27 ± 1.14@@19.09,19.10 ± 1.54 / 15.61 ± 1.81@@19.10,1.35 ± 1.14 / 49.73 ± 1.05@@1.35,19.06 ± 0.84 / 0.00 ± 0.00@@19.06,0.28 ± 0.94 / 21.98 ± 0.52@@0.28,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.79@@3.79,2611528704.0,128000.0,4096.0,✓,✗,11.21 ± 3.06 / 28.80 ± 4.02@@11.21,11.03 ± 2.72 / 9.73 ± 1.79@@11.03,-0.17 ± 1.13 / 33.77 ± 0.71@@-0.17,38.00 ± 2.39 / 21.80 ± 2.60@@38.00,-0.64 ± 1.21 / 22.65 ± 1.03@@-0.64,1.17 ± 6.15 / 53.56 ± 3.60@@1.17,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.83@@3.83,8888227328.0,131072.0,131072.0,✓,✗,-0.03 ± 0.07 / 13.86 ± 0.25@@-0.03,41.76 ± 1.52 / 29.33 ± 1.75@@41.76,3.18 ± 1.86 / 38.26 ± 3.04@@3.18,0.33 ± 0.06 / 0.00 ± 0.00@@0.33,0.23 ± 0.46 / 22.00 ± 0.53@@0.23,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.84@@3.84,3211926528.0,65536.0,4096.0,✓,✗,4.47 ± 3.78 / 26.98 ± 3.76@@4.47,21.95 ± 3.53 / 19.56 ± 2.93@@21.95,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,20.63 ± 3.16 / 12.00 ± 1.99@@20.63,0.81 ± 0.70 / 24.79 ± 0.81@@0.81,-1.00 ± 1.97 / 54.70 ± 3.36@@-1.00,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.85@@3.85,2611528704.0,128000.0,4096.0,✓,✗,6.56 ± 1.95 / 26.89 ± 3.87@@6.56,10.94 ± 1.59 / 9.32 ± 1.26@@10.94,-0.35 ± 0.66 / 36.69 ± 4.26@@-0.35,32.45 ± 2.07 / 11.93 ± 1.63@@32.45,1.29 ± 1.10 / 27.04 ± 0.60@@1.29,1.84 ± 7.70 / 55.91 ± 3.80@@1.84,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.87@@3.87,2424375168.0,99000.0,28723.0,✗,✗,13.11 ± 2.01 / 27.89 ± 3.85@@13.11,19.55 ± 1.58 / 14.46 ± 1.58@@19.55,0.02 ± 1.87 / 44.39 ± 3.55@@0.02,12.41 ± 1.55 / 4.04 ± 1.16@@12.41,3.24 ± 1.31 / 27.21 ± 1.29@@3.24,-4.87 ± 3.94 / 47.88 ± 4.23@@-4.87,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.90@@3.90,949685760.0,128256.0,4096.0,✗,✗,15.25 ± 4.11 / 33.24 ± 6.47@@15.25,16.86 ± 2.21 / 14.06 ± 1.74@@16.86,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,5.35 ± 1.45 / 1.55 ± 0.53@@5.35,1.65 ± 0.64 / 22.62 ± 0.58@@1.65,3.27 ± 3.64 / 55.00 ± 2.79@@3.27,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.92@@3.92,1235814400.0,128256.0,131072.0,✓,✗,7.23 ± 1.88 / 36.89 ± 2.02@@7.23,17.36 ± 2.76 / 14.82 ± 2.21@@17.36,0.58 ± 2.52 / 44.99 ± 1.63@@0.58,18.87 ± 1.48 / 7.58 ± 1.25@@18.87,0.03 ± 1.22 / 24.68 ± 0.80@@0.03,-1.49 ± 8.00 / 51.06 ± 4.33@@-1.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.93@@3.93,1195468800.0,65536.0,2048.0,✓,✗,1.71 ± 2.03 / 17.72 ± 2.18@@1.71,21.84 ± 2.16 / 18.37 ± 2.15@@21.84,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,15.08 ± 3.92 / 7.76 ± 2.17@@15.08,0.51 ± 1.07 / 25.01 ± 1.09@@0.51,-8.07 ± 6.43 / 47.80 ± 4.85@@-8.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,3.94@@3.94,?,103424.0,131072.0,✓,✗,3.78 ± 1.27 / 21.70 ± 1.78@@3.78,20.10 ± 1.35 / 17.05 ± 1.13@@20.10,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,10.07 ± 1.69 / 3.16 ± 0.91@@10.07,0.11 ± 1.29 / 25.11 ± 0.87@@0.11,5.32 ± 7.48 / 52.88 ± 3.43@@5.32,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,3.97@@3.97,1791080448.0,120818.0,262144.0,✓,✗,5.65 ± 1.33 / 33.34 ± 1.08@@5.65,17.81 ± 1.00 / 15.96 ± 1.28@@17.81,1.15 ± 1.87 / 48.66 ± 1.09@@1.15,6.28 ± 0.47 / 0.02 ± 0.04@@6.28,0.08 ± 0.74 / 21.96 ± 0.50@@0.08,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.99@@3.99,268098176.0,262144.0,32768.0,✓,✗,9.96 ± 2.91 / 30.35 ± 2.86@@9.96,17.28 ± 1.58 / 16.27 ± 1.43@@17.28,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,4.83 ± 1.19 / 0.61 ± 0.20@@4.83,-0.59 ± 1.16 / 23.73 ± 1.42@@-0.59,-4.85 ± 4.42 / 52.65 ± 3.34@@-4.85,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.00@@4.00,1170340608.0,65536.0,128000.0,✗,✗,7.26 ± 3.67 / 29.27 ± 3.14@@7.26,12.74 ± 1.52 / 12.76 ± 1.53@@12.74,0.83 ± 1.38 / 40.21 ± 4.39@@0.83,5.07 ± 0.63 / 0.04 ± 0.05@@5.07,1.45 ± 1.02 / 26.22 ± 1.08@@1.45,0.06 ± 7.32 / 46.44 ± 4.62@@0.06,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.01@@4.01,353424384.0,65536.0,2048.0,✓,✗,5.06 ± 1.96 / 21.18 ± 2.23@@5.06,19.59 ± 1.96 / 17.49 ± 1.37@@19.59,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,3.90 ± 1.31 / 0.75 ± 0.24@@3.90,0.45 ± 0.75 / 22.86 ± 0.61@@0.45,-6.13 ± 6.95 / 51.67 ± 4.28@@-6.13,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.02@@4.02,742489344.0,65536.0,128000.0,✗,✗,5.07 ± 2.91 / 27.72 ± 1.91@@5.07,13.55 ± 1.69 / 11.46 ± 1.45@@13.55,1.88 ± 1.57 / 40.56 ± 4.09@@1.88,5.33 ± 0.55 / 0.18 ± 0.09@@5.33,1.32 ± 0.83 / 24.50 ± 0.97@@1.32,-0.93 ± 8.22 / 48.64 ± 3.57@@-0.93,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.03@@4.03,268098176.0,262144.0,32768.0,✓,✗,7.75 ± 2.81 / 29.34 ± 4.23@@7.75,14.00 ± 1.91 / 12.08 ± 1.94@@14.00,-0.01 ± 1.65 / 37.65 ± 3.60@@-0.01,4.20 ± 0.49 / 0.00 ± 0.00@@4.20,0.83 ± 0.91 / 23.48 ± 0.89@@0.83,0.95 ± 2.66 / 53.18 ± 3.89@@0.95,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.04@@4.04,361821120.0,49152.0,8192.0,✓,✗,4.47 ± 2.54 / 20.13 ± 3.93@@4.47,10.16 ± 1.33 / 9.60 ± 1.19@@10.16,1.50 ± 0.85 / 41.46 ± 3.72@@1.50,3.52 ± 1.55 / 0.51 ± 0.36@@3.52,0.68 ± 1.25 / 22.34 ± 0.62@@0.68,0.42 ± 2.50 / 54.47 ± 3.42@@0.42,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.06@@4.06,134515008.0,49152.0,8192.0,✓,✗,1.81 ± 1.67 / 18.32 ± 1.97@@1.81,9.52 ± 1.70 / 8.89 ± 1.54@@9.52,1.30 ± 1.40 / 35.15 ± 2.50@@1.30,3.75 ± 0.94 / 0.14 ± 0.10@@3.75,2.38 ± 1.19 / 26.22 ± 1.09@@2.38,0.37 ± 5.28 / 48.79 ± 4.25@@0.37,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.06@@4.06,1170340608.0,65536.0,128000.0,✗,✗,4.30 ± 2.37 / 23.88 ± 4.40@@4.30,20.18 ± 1.60 / 17.75 ± 1.42@@20.18,0.38 ± 1.26 / 33.63 ± 0.53@@0.38,2.48 ± 0.52 / 0.00 ± 0.00@@2.48,-0.29 ± 0.86 / 24.82 ± 0.69@@-0.29,-7.76 ± 6.27 / 46.97 ± 4.34@@-7.76,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.07@@4.07,361821120.0,49152.0,8192.0,✓,✗,3.18 ± 3.36 / 25.24 ± 3.18@@3.18,11.19 ± 3.37 / 10.68 ± 3.04@@11.19,-0.57 ± 1.14 / 36.01 ± 2.86@@-0.57,3.32 ± 0.45 / 0.04 ± 0.05@@3.32,0.43 ± 1.10 / 24.38 ± 0.97@@0.43,-0.37 ± 5.63 / 51.52 ± 3.86@@-0.37,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.07@@4.07,1235814400.0,128256.0,131072.0,✓,✗,0.78 ± 1.85 / 25.52 ± 1.59@@0.78,18.18 ± 1.49 / 13.35 ± 1.31@@18.18,-0.45 ± 1.94 / 42.84 ± 5.00@@-0.45,3.77 ± 0.79 / 0.00 ± 0.00@@3.77,0.07 ± 0.96 / 24.86 ± 0.76@@0.07,-0.38 ± 0.86 / 49.02 ± 4.38@@-0.38,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.09@@4.09,1170340608.0,65536.0,128000.0,✗,✗,3.59 ± 3.71 / 30.04 ± 4.46@@3.59,10.16 ± 3.47 / 9.43 ± 2.91@@10.16,1.71 ± 2.30 / 37.93 ± 3.54@@1.71,3.09 ± 0.63 / 0.00 ± 0.00@@3.09,0.24 ± 1.14 / 23.85 ± 1.28@@0.24,-0.50 ± 4.00 / 52.65 ± 3.51@@-0.50,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.13@@4.13,134515008.0,49152.0,8192.0,✓,✗,0.45 ± 0.47 / 14.21 ± 0.44@@0.45,9.19 ± 1.38 / 9.55 ± 1.16@@9.19,0.71 ± 1.38 / 37.33 ± 2.58@@0.71,3.15 ± 0.49 / 0.00 ± 0.00@@3.15,-0.31 ± 0.89 / 24.68 ± 0.95@@-0.31,-3.15 ± 7.35 / 47.12 ± 5.43@@-3.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.15@@4.15,140248512.0,128256.0,4096.0,✗,✗,2.96 ± 2.48 / 24.50 ± 5.16@@2.96,6.10 ± 1.33 / 5.84 ± 0.99@@6.10,0.62 ± 0.94 / 40.04 ± 4.65@@0.62,2.48 ± 1.05 / 0.04 ± 0.05@@2.48,0.22 ± 0.60 / 25.30 ± 0.68@@0.22,-2.86 ± 4.15 / 47.42 ± 3.92@@-2.86,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.15@@4.15,359431168.0,128256.0,4096.0,✗,✗,0.57 ± 0.78 / 16.76 ± 1.04@@0.57,8.43 ± 1.41 / 7.76 ± 1.25@@8.43,-0.47 ± 1.28 / 35.04 ± 2.44@@-0.47,3.73 ± 0.94 / 0.26 ± 0.34@@3.73,-0.54 ± 0.73 / 22.24 ± 0.42@@-0.54,-4.15 ± 6.28 / 52.95 ± 2.41@@-4.15,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.17@@4.17,354483968.0,65536.0,128000.0,✗,✗,4.60 ± 2.29 / 27.61 ± 3.25@@4.60,4.87 ± 1.12 / 4.22 ± 0.72@@4.87,-1.48 ± 1.71 / 39.44 ± 4.34@@-1.48,2.76 ± 0.45 / 0.00 ± 0.00@@2.76,0.65 ± 0.84 / 24.68 ± 0.78@@0.65,-7.46 ± 9.88 / 49.17 ± 5.58@@-7.46,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.20@@4.20,320956992.0,65536.0,4096.0,✓,✗,2.55 ± 1.51 / 21.76 ± 2.72@@2.55,0.78 ± 0.48 / 0.73 ± 0.39@@0.78,0.46 ± 1.60 / 36.26 ± 1.79@@0.46,0.71 ± 0.13 / 0.00 ± 0.00@@0.71,1.03 ± 0.81 / 25.96 ± 0.66@@1.03,1.48 ± 2.73 / 46.06 ± 3.35@@1.48,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.21@@4.21,359431168.0,128256.0,32768.0,✗,✗,1.86 ± 3.29 / 15.93 ± 4.02@@1.86,0.08 ± 0.10 / 0.07 ± 0.08@@0.08,-0.29 ± 1.56 / 39.26 ± 4.26@@-0.29,0.34 ± 0.24 / 0.00 ± 0.00@@0.34,0.43 ± 0.89 / 25.67 ± 1.18@@0.43,-0.25 ± 6.26 / 53.18 ± 3.93@@-0.25,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.21@@4.21,134516160.0,49154.0,8192.0,✓,✗,-3.32 ± 2.07 / 20.11 ± 0.44@@-3.32,7.71 ± 2.55 / 7.87 ± 2.16@@7.71,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,2.06 ± 0.67 / 0.00 ± 0.00@@2.06,0.20 ± 0.61 / 24.82 ± 0.70@@0.20,1.14 ± 2.23 / 44.92 ± 2.37@@1.14,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.22@@4.22,949685760.0,128256.0,32768.0,✗,✗,0.94 ± 1.97 / 15.00 ± 2.20@@0.94,4.78 ± 1.12 / 4.70 ± 0.85@@4.78,0.02 ± 1.02 / 36.95 ± 4.15@@0.02,0.03 ± 0.01 / 0.00 ± 0.00@@0.03,0.33 ± 1.20 / 23.32 ± 1.23@@0.33,-0.82 ± 1.61 / 55.23 ± 2.50@@-0.82,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.24@@4.24,56656128.0,8192.0,2048.0,✓,✗,2.04 ± 2.72 / 20.53 ± 3.55@@2.04,0.06 ± 0.12 / 0.08 ± 0.16@@0.06,-1.14 ± 1.69 / 37.45 ± 2.46@@-1.14,1.08 ± 0.48 / 0.02 ± 0.04@@1.08,-0.51 ± 0.81 / 23.43 ± 0.79@@-0.51,-1.02 ± 8.35 / 47.35 ± 3.64@@-1.02,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,4.25@@4.25,140248512.0,128256.0,32768.0,✗,✗,0.00 ± 0.00 / 16.20 ± 0.23@@0.00,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,0.02 ± 0.04 / 0.02 ± 0.04@@0.02,0.15 ± 0.53 / 21.97 ± 0.51@@0.15,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
